policy,seed,time_bin,day,hour,dock,arrivals,queue_before,available_before_pickup,fill_ratio,risk_probability,active,visited,amount_picked,queue_after,overflow,serving_drone_ids,total_energy_interval,total_distance_interval,sorties_interval,objective_value,constraint_violations,algorithm_runtime_seconds
mlp_aco,7,7104,75,0,1,38.0,0.0,38.0,0.19,0.9994148015975952,True,True,30.0,8.0,0.0,[1],10.0,10.0,1,10.0,0,0.009671749999995427
mlp_aco,7,7104,75,0,2,0.0,0.0,0.0,0.0,0.09907747060060501,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009671749999995427
mlp_aco,7,7104,75,0,3,0.0,0.0,0.0,0.0,0.43936213850975037,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009671749999995427
mlp_aco,7,7104,75,0,4,0.0,0.0,0.0,0.0,0.20313307642936707,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009671749999995427
mlp_aco,7,7105,75,0,1,39.0,8.0,47.0,0.235,0.9990956783294678,True,True,30.0,17.0,0.0,[1],10.0,10.0,1,10.0,0,0.009651291000011497
mlp_aco,7,7105,75,0,2,0.0,0.0,0.0,0.0,0.09907747060060501,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009651291000011497
mlp_aco,7,7105,75,0,3,0.0,0.0,0.0,0.0,0.43936213850975037,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009651291000011497
mlp_aco,7,7105,75,0,4,0.0,0.0,0.0,0.0,0.20313307642936707,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009651291000011497
mlp_aco,7,7106,75,0,1,40.0,17.0,57.0,0.285,0.9992998242378235,True,True,30.0,27.0,0.0,[1],10.0,10.0,1,10.0,0,0.009681499999999232
mlp_aco,7,7106,75,0,2,0.0,0.0,0.0,0.0,0.09907747060060501,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009681499999999232
mlp_aco,7,7106,75,0,3,0.0,0.0,0.0,0.0,0.43936213850975037,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009681499999999232
mlp_aco,7,7106,75,0,4,0.0,0.0,0.0,0.0,0.20313307642936707,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009681499999999232
mlp_aco,7,7107,75,0,1,39.0,27.0,66.0,0.33,0.9995886087417603,True,True,30.0,36.0,0.0,[1],10.0,10.0,1,10.0,0,0.009629415999995672
mlp_aco,7,7107,75,0,2,0.0,0.0,0.0,0.0,0.09907747060060501,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009629415999995672
mlp_aco,7,7107,75,0,3,0.0,0.0,0.0,0.0,0.43936213850975037,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009629415999995672
mlp_aco,7,7107,75,0,4,0.0,0.0,0.0,0.0,0.20313307642936707,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009629415999995672
mlp_aco,7,7108,75,1,1,41.0,36.0,77.0,0.385,0.9998730421066284,True,True,30.0,47.0,0.0,[1],10.0,10.0,1,10.0,0,0.009510749999975587
mlp_aco,7,7108,75,1,2,0.0,0.0,0.0,0.0,0.09907747060060501,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009510749999975587
mlp_aco,7,7108,75,1,3,0.0,0.0,0.0,0.0,0.43936213850975037,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009510749999975587
mlp_aco,7,7108,75,1,4,0.0,0.0,0.0,0.0,0.20313307642936707,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009510749999975587
mlp_aco,7,7109,75,1,1,39.0,47.0,86.0,0.43,0.9998651742935181,True,True,30.0,56.0,0.0,[1],10.0,10.0,1,10.0,0,0.009765250000015158
mlp_aco,7,7109,75,1,2,0.0,0.0,0.0,0.0,0.09907747060060501,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009765250000015158
mlp_aco,7,7109,75,1,3,0.0,0.0,0.0,0.0,0.43936213850975037,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009765250000015158
mlp_aco,7,7109,75,1,4,0.0,0.0,0.0,0.0,0.20313307642936707,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009765250000015158
mlp_aco,7,7110,75,1,1,40.0,56.0,96.0,0.48,0.9999480843544006,True,True,30.0,66.0,0.0,[1],10.0,10.0,1,10.0,0,0.009823582999985092
mlp_aco,7,7110,75,1,2,0.0,0.0,0.0,0.0,0.09907747060060501,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009823582999985092
mlp_aco,7,7110,75,1,3,0.0,0.0,0.0,0.0,0.43936213850975037,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009823582999985092
mlp_aco,7,7110,75,1,4,0.0,0.0,0.0,0.0,0.20313307642936707,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009823582999985092
mlp_aco,7,7111,75,1,1,40.0,66.0,106.0,0.53,0.9999730587005615,True,True,30.0,76.0,0.0,[1],10.0,10.0,1,10.0,0,0.009631458000001203
mlp_aco,7,7111,75,1,2,0.0,0.0,0.0,0.0,0.09907747060060501,False,False,0.0,0.0,0.0,[],10.0,10.0,1,10.0,0,0.009631458000001203
